postal_code,location_name,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,visual_center_x,visual_center_y,changed_at,geo_changed_at,geo_version,dagi_id
1050,Koebenhavn K,12.5841266,55.67871944,12.58827962,55.68185111,12.58600133,55.68065246,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191050
1051,Koebenhavn K,12.58727138,55.67873773,12.59417472,55.68095605,12.59022696,55.6798377,2018-04-30T15:23:13.528Z,2016-11-10T21:36:32.078Z,2,191051
1052,Koebenhavn K,12.58836803,55.67813302,12.59274477,55.67954326,12.58954953,55.67906706,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191052
1053,Koebenhavn K,12.59005794,55.67748162,12.59131831,55.67856512,12.59073024,55.67798554,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191053
1054,Koebenhavn K,12.58756005,55.67691468,12.59008506,55.67921557,12.58906639,55.67763459,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191054
1055,Koebenhavn K,12.5861399,55.67620892,12.58930145,55.67983278,12.58807383,55.67723256,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191055
1056,Koebenhavn K,12.58709529,55.67892192,12.58918614,55.67998257,12.58793902,55.67946993,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191056
1057,Koebenhavn K,12.58632486,55.67701049,12.59165074,55.67974155,12.58959143,55.67833309,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191057
1058,Koebenhavn K,12.58419617,55.67507788,12.59463214,55.67944598,12.58792693,55.67595336,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191058
1059,Koebenhavn K,12.58560275,55.67612915,12.58783096,55.67776146,12.58672365,55.67675239,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191059
1060,Koebenhavn K,12.58239708,55.67578293,12.58710101,55.67946784,12.5837984,55.67651434,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191060
1061,Koebenhavn K,12.57982099,55.6766095,12.58277651,55.67811397,12.5810871,55.67749602,2021-01-11T22:24:27.357Z,2021-01-11T22:24:27.357Z,4,191061
1062,Koebenhavn K,12.58164715,55.67718285,12.58245277,55.67762541,12.5820684,55.67745504,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191062
1063,Koebenhavn K,12.58225465,55.67738474,12.58602746,55.67875878,12.58481601,55.67812648,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191063
1064,Koebenhavn K,12.58370154,55.67809465,12.58462468,55.67874842,12.58421619,55.67855701,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191064
1065,Koebenhavn K,12.58073855,55.67780499,12.58178843,55.67822257,12.58120927,55.67792419,2021-01-11T22:24:27.357Z,2021-01-11T22:24:27.357Z,3,191065
1066,Koebenhavn K,12.5812756,55.67678128,12.58347697,55.67823235,12.58283658,55.67738024,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191066
1067,Koebenhavn K,12.58035515,55.67796899,12.5827441,55.67944564,12.58180816,55.67872776,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191067
1068,Koebenhavn K,12.58212016,55.67697676,12.58408724,55.67843056,12.58355191,55.67746813,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191068
1069,Koebenhavn K,12.58207688,55.67726088,12.58476785,55.67970902,12.58417532,55.67777633,2018-05-15T21:14:07.617Z,2018-05-15T21:14:07.617Z,2,191069
1070,Koebenhavn K,12.58229552,55.67821787,12.58583901,55.67919061,12.58352498,55.67881568,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191070
1071,Koebenhavn K,12.58209735,55.67765371,12.58420943,55.67848317,12.58375053,55.67826694,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191071
1072,Koebenhavn K,12.58027092,55.6781463,12.58107667,55.67867838,12.58065996,55.67845615,2018-04-30T15:23:13.528Z,2014-11-04T16:01:00.879Z,1,191072
